observations,average_speed_kmh
1,0.22639522210608218
1,0.46125740948407085
1,0.46788202856729727
1,
1,0.4509110837501679
1,0.5729422756749124
1,1.563977336419538
1,0.30040910272362
1,0.06787427741490296
1,0.7606347227402538
1,0.2536319993929811
1,0.24441109141466433
1,1.6052006803773422
1,0.15593610071144803
1,
1,
1,
1,0.4072152638789485
1,0.2868922100200366
1,0.23338292870683472
1,0.21798743178653215
1,0.2161991424724973
1,0.39694435174115983
1,0.06508565476529489
1,0.08277851196739294
1,0.4235743487055078
1,
1,0.14123670826611054
1,0.7532771404122522
1,0.30361821164960384
1,0.1088444537723689
1,0.18245983254379777
1,0.310013387357039
1,0.5147450413676627
1,1.3979780322106719
1,0.6668746491412181
1,0.3942420120034475
1,
1,0.4158880323367815
1,0.2951563514785715
1,
1,0.34996031582477344
1,0.4083106595543244
1,0.15220705102392715
1,0.9137767244623795
1,0.4743144104261474
1,1.0137962432320442
1,0.3340823460235174
1,0.354774027989086
1,0.5293790362419153
1,0.46885191621712935
1,0.5534374269587482
1,0.19571414417938784
1,1.1838300287270542
1,0.6447908497773225
1,0.8087467422880185
1,0.52977378005482
1,0.47880592597087446
1,0.05531306822000649
1,0.05179943044088327
1,0.6650733606071393
1,0.675310255079579
1,0.36047934371862583
1,0.3424704750652333
1,0.6911178424271474
1,0.06134837874703786
1,0.7472818678583608
1,0.2842570402509666
1,0.3321247272313582
1,0.6705593784583987
1,0.3012328152821401
1,0.42532669789515704
1,
1,0.11566234715551585
1,0.30664936111353974
1,0.7145455244075934
1,0.3621187905620878
1,
1,0.2868946088786541
1,0.5042028186555895
1,0.1177481168391615
1,1.1259455560547782
1,0.29106228982226545
1,0.5974178152988916
1,
1,0.3510531370161049
1,1.3364658409648997
1,0.7818898751502059
1,0.5016535868397247
1,0.10677368984208109
1,
1,0.41656651870963024
1,0.14597259377386182
1,0.9092799804103655
1,0.2778963943069999
1,0.940599091144424
1,0.7642761607774359
1,0.5521052915766843
1,0.29312510732639435
1,0.5666007111074304
1,0.42111441467045896
1,0.3301678400880297
1,1.0159224778442753
1,0.20529619849936245
1,0.1545994201831695
1,0.3560923965583066
1,
1,0.4964690064223732
1,0.13810763743105897
1,0.4211861245781076
1,0.4171171311054493
1,
1,0.15801863509242886
1,0.44678137780953336
1,0.28972917782957286
1,0.4178905554080641
1,
1,0.2545205979657997
1,0.28787690866914084
1,0.7979391174019551
1,0.6119729257935611
1,0.12756544886132254
1,
1,0.40751939710152457
1,0.4306899671516349
1,0.5699199227374073
1,0.7690331483373574
1,0.37905758678670204
1,0.21214476787950173
1,0.4459632256311039
1,0.38813749716554763
1,0.2993037680820675
1,
1,0.09159058156256836
1,0.26501574366207276
1,0.42491832029321885
1,0.3922334631714252
1,0.4159162382522839
1,0.1850065624875367
1,0.581046401637427
1,
1,0.6727676309815376
1,0.3388306502378362
1,0.25520733804036483
1,0.25855527353722974
1,0.14958522838867794
1,0.5444998868812876
1,0.6270461089930697
1,0.3145387605890789
1,0.30622984314642326
1,0.31014637922317456
1,0.35315447631075103
1,0.651013431701488
1,0.2625321750407274
1,0.3993330407590404
1,0.11805939354977704
1,0.4296618683471033
1,0.4609859964501761
1,0.05633351359855282
1,0.08357282100670485
1,0.4229319348251045
1,0.3710057080603815
1,0.35698012762415965
1,0.04268274782892559
1,0.43409132389345456
1,0.0301762842690824
1,0.17221893207998634
1,0.3516901094970209
1,0.3328635270624082
1,0.039242765381132146
1,0.9394069784536682
1,0.4325274536145891
1,0.24496976403055826
1,0.24400896505928782
1,0.19028039216435974
1,0.772157237111803
1,0.40175558876582695
1,0.1687694394413584
1,0.5034457323232016
1,0.14664461077040486
1,0.47201207920452465
1,0.9012947465622486
1,0.13603153183295935
1,0.4229030070427051
1,
1,0.19822249047174736
1,0.33286260628057707
1,0.1539259743416555
1,0.35158009067007007
1,0.15752512872396524
1,0.38021500905255556
1,0.28203902250474255
1,0.546813697584672
1,0.049829104802326954
1,0.43122567833474024
1,0.3711442415638105
1,
1,0.46361572485721936
1,0.5705177337892395
1,0.3073508711556145
1,0.21169684755294785
1,0.12366928735814788
1,0.2461727095332127
1,0.5495296762943681
1,0.08138876128244046
1,
1,0.05055039731711268
1,0.033926524295260864
1,
1,0.3583164726316557
1,0.4977228055757892
1,0.406992612342585
1,0.3752611065251048
1,0.07649920949601623
1,0.24672680320004978
1,
1,0.5192645701302563
1,0.28100109441202903
1,
1,0.05360151958379216
1,0.09871059054216075
1,0.2139983881812949
1,0.3293833399113612
1,
1,0.2542114796183215
1,0.7332945927550132
1,0.17258945739118134
1,0.4864181283266471
1,
1,0.14788566027353486
1,1.2913237592397169
1,0.5112982528581663
1,0.18395907339812495
1,0.3186800854038078
1,
1,0.5157204749498013
1,0.5349969672711573
1,0.08169047298455723
1,0.38665588203205414
1,0.30609222045924894
1,0.36485337692185266
1,0.8216618864713168
1,0.4666402602227395
1,0.6176593874004962
1,0.251150555771947
1,0.30150236505921013
1,0.14271124513669614
1,0.625867160255356
1,0.6169915589795655
1,0.44605628393491936
1,0.039983066109584686
1,0.3288065223307166
1,0.4200084124709729
1,0.11343149745952974
1,
1,0.4703141353336862
1,
1,0.06218556099701401
1,0.25555865989469007
1,0.4460714060166065
1,0.19542307082774635
1,0.30716591625846607
1,0.3955226832481881
1,0.19865421107717582
1,0.35732139225333454
1,0.8628196699003717
1,0.20931122604532748
1,0.4526166021995464
1,0.14751207173059502
1,0.21393286382048923
1,0.21948079723682415
1,0.44765211114425046
1,0.4352358714698185
1,0.5237970470572944
1,0.18861712791800356
1,0.2726641444607014
1,0.046546302364098534
1,0.28344738514387674
1,0.5105916465826073
1,
1,0.18488749542355584
1,0.31529256358165497
1,0.42838400913633645
1,0.2690082014376848
1,0.5252571658343637
1,0.1782952377372562
1,
1,0.6051096732247375
1,
1,0.2501812570863928
1,
1,0.10628832103644625
1,0.23284059962978465
1,1.88277005084243
1,0.2373292051119428
1,0.22024387615581373
1,0.16133177254842107
1,
1,0.13387343356788514
1,0.1472257718216702
1,0.493419548832188
1,0.3058321898103023
1,0.4180608961708413
1,0.6035618251632275
1,0.3471459405796073
1,0.20224422727215988
1,0.10171259432176005
1,
1,0.4086848865271206
1,0.3191883291464435
1,0.21093417724290928
1,0.3549289495441634
1,0.29958065737240835
1,0.5040925188842104
1,
1,0.5701560883555772
1,0.07234226869530873
1,0.34357583964083244
1,0.25719014232567744
1,0.29352296422735125
1,0.3925796357572294
1,0.07246076036943737
1,0.2540971786557598
1,0.39871443166524595
1,0.40190296214374843
1,0.13007465623979822
1,0.4363315399700169
1,0.06533590308152015
1,0.4061059515318771
1,0.24333420638239536
1,
1,0.2372218154734146
1,0.16563271721444847
1,0.40260446306248165
1,0.41682121217622314
1,0.5987449122728219
1,0.861618038307334
1,0.27613546366914554
1,0.163540781221817
1,
1,
1,0.20802089424801057
1,0.16781762156650312
1,0.25013452699777106
1,0.2752862185835958
1,0.3286631562097684
1,0.8376388487452476
1,0.3549585342138819
1,
1,0.384794283457569
1,0.46750048741885725
1,0.3448490355550386
1,0.51319522331226
1,0.33795071423121864
1,0.22056590020084768
1,0.24688212611652524
1,0.1913769020091004
1,0.620830407234935
1,0.07401928650055266
1,0.2548291125202393
1,
1,0.3541588709663184
1,
1,0.19589882413032453
1,0.566593218224939
1,
1,1.57093327353297
1,
1,0.32389418762195965
1,0.23952735494848162
1,0.3036439787968479
1,0.286682011473389
1,0.5251392203962265
1,0.1781604995744731
1,0.07534813766212788
1,0.11738319512015967
1,0.2960830385596283
1,0.2870134943707374
1,0.2833402653474379
1,
1,0.280572161829096
1,0.30445204192188313
1,0.18464895296310424
1,
1,0.37266790181705056
1,0.6873553051882345
1,0.4783908464371957
1,0.3268302932128819
1,0.3540948593972572
1,0.36775720264593414
1,0.18081213989370684
1,0.5751626357475608
1,0.8764252306092066
1,0.49146519094851515
1,0.14223369919610243
1,0.28997486159678715
1,0.6044705912355391
1,0.44616614938312504
1,0.23963847120819623
1,0.35230252667435236
1,0.12311355167474348
1,0.4005800886453544
1,
1,0.06816811486927324
1,0.46654279483568656
1,0.2722444452460489
1,0.23398098489331653
1,0.2626671551171595
1,0.1603065530294183
1,0.28736883950238734
1,0.4229259106845496
1,
1,0.38031227980157356
1,0.2402005478295222
1,0.3293905619848496
1,
1,0.4483745464662014
1,1.0450723815102196
1,0.21989584806126547
1,0.4643800964810735
1,0.3157606272982065
1,0.2426771235034435
1,0.5488182780329668
1,0.4577210402657192
1,0.0487727517443236
1,0.2045364013420899
1,0.2652185749240963
1,0.22829399535877595
1,0.17602532951598215
1,0.255825167842929
1,0.23960314442232697
1,0.06274849892702399
1,
1,0.33148817399966485
1,0.2610223664082888
1,0.38757057115532834
1,0.40892647177303615
1,
1,0.12998416121815926
1,0.03878334913866958
1,0.6348345677694117
1,0.18456261852182684
1,0.42386876491977904
1,0.4305529393263772
1,0.26272005488043393
1,0.22496154659773704
1,0.38340602131289
1,0.07090253609504656
1,0.19429980705070643
1,0.1637685913797815
1,0.11572094906744362
1,0.6428873937043458
1,0.24885642634445693
1,0.33983452810880416
1,0.5379111599318573
1,0.172951367801406
1,0.16143848840715413
1,0.5537165357531646
1,0.13269272913171604
1,0.41535822283311485
1,0.28258473545911
1,0.7794783591531557
1,0.29549181652046974
1,
1,0.039756653277234565
1,0.15577222809713362
1,
1,0.594330727739219
1,0.19959469010567413
1,0.13156221222043527
1,0.3507204537476044
1,0.07209395296924577
1,0.20106689473876369
1,0.22158481277693073
1,0.3429404369130906
1,0.499106314056945
1,0.4108598191046324
1,0.3188400248965195
1,0.22923029776451456
1,0.3460614946436367
1,0.2377290332114542
1,0.43943558941378713
1,0.18952941476471816
1,0.1571487867385683
1,0.2054495545924281
1,0.415099792449552
1,0.15737887963415262
1,0.21057700883364233
1,0.3371368067915873
1,0.09180712545178998
1,0.5232391232563119
1,0.29806190476086347
1,0.10698451367546813
1,0.1266077432801526
1,0.3171277646279282
1,0.10038669026658584
1,0.45757876516114443
1,0.31782001594453085
1,0.1943907470842929
1,
1,0.32962578811998283
1,0.36389664960966334
1,
1,0.20166128341665815
1,0.20996354603909184
1,
1,0.43669275763245485
1,0.12140796130145039
1,0.04241170077448668
1,0.4081953355752164
1,0.2545975104886392
1,0.5581758456551262
1,0.30050554962299164
1,0.4367179010514651
1,0.866761347036214
1,
1,0.8640814748434188
1,0.40821517616812714
1,
1,0.18274320114214646
1,0.5072187340264732
1,0.06875328484249714
1,0.35239226477577656
1,
1,0.21249784049586695
1,
1,
1,0.3880669564570882
1,0.32222826677899485
1,0.3602875135571195
1,0.3441594801436168
1,0.12259351991688457
1,0.6478668237441249
1,0.20166504566408155
1,0.5928420834078388
1,0.40897825917636427
1,0.09462277454862432
1,0.8121475677378662
1,
1,0.37810518307996355
1,0.34520582245629544
1,0.0735005223145985
1,0.3712505414462667
1,0.19453647579312205
1,0.15303061622971986
1,0.14114515267623942
1,0.17870617816420045
1,
1,0.5099494494696162
1,0.4502543974516684
1,0.3161038464133871
1,0.08334060691875288
1,0.1620047807179068
1,0.42161326394980064
1,0.5269414002784211
1,0.24582720552208862
1,0.5066615593708138
1,0.007369665633584587
1,0.10054143626090459
1,0.017586397549174286
1,0.2995084799413823
1,0.12456265454650246
1,0.19695976189134792
1,0.3972708811892963
1,0.27938411126801405
1,0.1262888032108616
1,0.20465324742672644
1,0.5342136282272971
1,0.13657205511783674
1,0.036917513136278945
1,0.2317025572347684
1,0.1618621904841531
1,
1,0.45031490931693874
1,0.27087011784230586
1,0.2656152903384464
1,0.06890131391439627
1,
1,0.29106952838209593
1,0.3969256207636423
1,0.4604187668907854
1,0.25616259053150064
1,0.24864672003869595
1,
1,0.6300400506996942
1,0.2569814161096198
1,0.13005909067868177
1,0.7164955024796494
1,0.351353969498394
1,0.5184034620153365
1,0.14445415002600753
1,1.023412202667236
1,0.2152889939279911
1,
1,0.31138443765668167
1,0.3096834161525045
1,0.11335986782171603
1,0.4367955391157269
1,0.33061081898025435
1,0.2944603338787741
1,0.1307764248871006
1,0.3521096501862972
1,0.07871243605949117
1,0.4828185515941897
1,0.1344380562369128
1,0.48411085492592065
1,0.34205506864055774
1,0.20348458923593432
1,0.0508389545040912
1,0.14228621463398042
1,0.07885053589271146
1,0.4159947854059546
1,
1,0.4238436904533294
1,
1,0.15362113332770672
1,0.017858241330256788
1,0.2976098748575682
1,0.4427723089218797
1,0.03803674970813697
1,0.4281258431487552
1,0.22964681783522892
1,0.7901720341968447
1,0.08704621734180851
1,0.19591393049000383
1,
1,0.8519711776864639
1,0.15581439896451385
1,0.2865761672676063
1,0.20740431019598182
1,0.10091003735768463
1,0.27448026889278293
1,0.6403976265641034
1,0.17764268915682613
1,0.3419713220803925
1,0.05421288559839421
1,0.046975222445437004
1,0.549224283767382
1,0.04163024591757743
1,0.43792533328327293
1,
1,0.28344736385134306
1,0.23266778275287928
1,0.21953101673766207
1,0.7172662131171791
1,0.4478615463515443
1,
1,0.201714384646159
1,0.8110539786007059
1,0.08682845517466649
1,0.37736919190477947
1,0.29055105698253153
1,0.2468308482975044
1,0.1524162145568252
1,0.14047772762469185
1,0.4838904780617445
1,0.10237918769643028
1,
1,0.36857996554665495
1,0.6387804282391784
1,0.3821742917448576
1,0.38350879675450117
1,0.20802998152860702
1,0.4521705688860273
1,0.4074823825915013
1,0.3801025016294196
1,0.4631506264500634
1,0.2870378446623225
1,0.09336163053217292
1,0.440338200140272
1,0.4220476111599582
1,
1,0.1942502205429939
1,0.3192932810429283
1,0.15780906893466792
1,0.3559640170366461
1,0.203057065886914
1,0.866510295535447
1,0.32146439598818305
1,0.7320149959143123
1,0.14304428797871052
1,0.24718225983228426
1,0.3149082290733813
1,0.40415830592059715
1,0.2573981278604583
1,0.4204017284443806
1,0.4979102857698531
1,0.2883808588914476
1,0.36133392619695165
1,0.23584278754198468
1,
1,
1,0.14874307956979763
1,0.07015790726144419
1,0.2797545321130093
1,0.20209977177261157
1,0.24046712748800553
1,0.16399111226810337
1,0.4857791157897262
1,0.5026972884890247
1,0.6569619178602536
1,0.2701387907514066
1,0.24359994177093716
1,0.06743105988760677
1,0.26098919931951675
1,0.38431585398961615
1,0.0966940738080991
1,0.1840509582371329
1,0.3710103540756753
1,0.9215690464784229
1,0.034823581114980864
1,0.7669830557646381
1,0.36797915231942585
1,0.129442392931761
1,0.032976785380221
1,0.03444711521124627
1,0.2345109521965065
1,0.32273645439150306
1,
1,0.16917121796917
1,0.07566411602968379
1,0.13641348358522407
1,0.18086154427947168
1,0.06186311413037451
1,0.22369491981001743
1,0.2753064505678621
1,
1,0.4645044568465534
1,0.34954575077971994
1,
1,0.3292395129029852
1,0.22547194561029935
1,0.18994779701146228
1,0.43727482140308793
1,0.28847767902006816
1,
1,0.3188855635831564
1,0.5301171551750586
1,0.5309062639050405
1,0.2661238354588231
1,0.1106807575656448
1,0.2164250488129068
1,
1,
1,0.15987565597665093
1,0.808622231333154
1,0.2530607520596203
1,0.14567100811189315
1,0.3082333796722386
1,0.4535529968598671
1,0.5750811588237024
1,0.18492980449853
1,
1,0.15911434326355126
1,
1,0.16404747707954348
1,0.31239464797869093
1,0.34305887210131075
1,0.42819994530348365
1,0.6554735543831535
1,0.19692183259492627
1,0.6163406264140258
1,0.6195466948693618
1,0.10690255818006575
1,
1,0.21336382442454038
1,0.14996268102673677
1,0.3036318801443757
1,0.6975263243976303
