animal_id,species,timestamp,latitude,longitude,speed_kmh,predicted_speed_kmh,speed_difference
RAB_009,Rabbit,2025-05-27 08:48:00,24.66371,78.46484,0.38099979649231913,0.2861229399956487,0.09487685649667044
RAB_009,Rabbit,2025-05-30 19:39:00,24.6226,78.30621,0.20122265254288937,0.42119742751018874,-0.21997477496729936
RAB_010,Rabbit,2025-05-11 22:24:00,24.32124,78.59917,0.354774027989086,0.3651496551462887,-0.010375627157202694
RAB_010,Rabbit,2025-05-14 02:35:00,24.40719,78.61221,0.18488749542355584,0.4285275724768844,-0.24364007705332855
RAB_010,Rabbit,2025-05-16 04:12:00,24.60738,78.43769,0.5726499356810746,0.33515838943461684,0.23749154624645774
RAB_010,Rabbit,2025-05-18 07:10:00,24.32554,78.56531,0.6650733606071393,0.6181765910915832,0.0468967695155561
RAB_010,Rabbit,2025-05-21 05:27:00,24.65296,78.69636,0.5513026169529156,0.5257047415111709,0.025597875441744744
RAB_010,Rabbit,2025-05-23 21:27:00,24.48146,78.57929,0.3507204537476044,0.3311371429392672,0.019583310808337195
RAB_010,Rabbit,2025-05-27 19:05:00,24.37396,78.49394,0.15752512872396524,0.30201163870492265,-0.1444865099809574
RAB_010,Rabbit,2025-05-31 00:19:00,24.59083,78.54339,0.3188855635831564,0.33503751722332564,-0.016151953640169248
TIG_001,Tiger,2025-05-08 07:21:00,24.62238,78.64084,0.4123993197405559,0.4590840279708318,-0.04668470823027593
TIG_001,Tiger,2025-05-09 13:44:00,24.36599,78.62727,0.9394069784536682,0.3988867249074357,0.5405202535462325
TIG_001,Tiger,2025-05-12 06:08:00,24.67635,78.4301,0.6189498465630373,0.3648953832336057,0.2540544633294316
TIG_001,Tiger,2025-05-13 14:03:00,24.38881,78.6872,1.2913237592397169,0.2945126200446326,0.9968111391950842
TIG_001,Tiger,2025-05-19 07:32:00,24.64267,78.57088,0.22244708322680903,0.3937595511935146,-0.17131246796670554
TIG_001,Tiger,2025-05-22 14:15:00,24.32446,78.35279,0.52977378005482,0.8334039010486798,-0.3036301209938598
TIG_001,Tiger,2025-05-24 09:39:00,24.49708,78.6723,0.866761347036214,0.41106441041349084,0.45569693662272315
TIG_001,Tiger,2025-05-27 05:56:00,24.50645,78.59021,0.12259351991688457,0.32956646092674174,-0.2069729410098572
TIG_001,Tiger,2025-05-29 13:20:00,24.38376,78.58186,0.24672680320004978,0.25801609946990556,-0.01128929626985578
TIG_002,Tiger,2025-05-08 09:37:00,24.46211,78.69918,0.2426771235034435,0.28312014975268585,-0.04044302624924234
TIG_002,Tiger,2025-05-09 23:13:00,24.33662,78.57385,0.5016535868397247,0.4978847586873646,0.0037688281523601264
TIG_002,Tiger,2025-05-12 10:33:00,24.42934,78.67926,0.25013452699777106,0.40201228743146905,-0.151877760433698
TIG_002,Tiger,2025-05-14 00:16:00,24.61953,78.43467,0.8630075160586701,0.4151860398437303,0.4478214762149398
TIG_002,Tiger,2025-05-19 13:21:00,24.45746,78.68572,0.23398098489331653,0.31532687780870605,-0.08134589291538952
TIG_002,Tiger,2025-05-22 19:56:00,24.36937,78.33239,0.47201207920452465,0.36427981766874273,0.10773226153578191
TIG_002,Tiger,2025-05-24 13:36:00,24.45377,78.56322,0.6044705912355391,0.3438103278561781,0.26066026337936105
TIG_002,Tiger,2025-05-27 10:03:00,24.57398,78.46828,0.24046712748800553,0.2804263015493694,-0.039959174061363845
TIG_002,Tiger,2025-05-30 05:10:00,24.49469,78.36676,0.20166128341665815,0.36701379196359435,-0.1653525085469362
TIG_003,Tiger,2025-05-08 09:52:00,24.59119,78.41658,0.5301171551750586,0.28821680299274055,0.2419003521823181
TIG_003,Tiger,2025-05-10 04:46:00,24.332,78.51975,0.7145455244075934,0.4503928712345164,0.26415265317307707
TIG_003,Tiger,2025-05-12 10:40:00,24.6251,78.63581,0.6427280344814654,0.5160786192668155,0.1266494152146499
TIG_003,Tiger,2025-05-14 01:24:00,24.4159,78.61282,0.6035618251632275,0.4399087671359292,0.16365305802729835
TIG_003,Tiger,2025-05-20 02:42:00,24.66651,78.58157,0.19301625051407806,0.318554254403893,-0.12553800388981495
TIG_003,Tiger,2025-05-23 09:40:00,24.41445,78.31398,0.493419548832188,0.5153411573116696,-0.021921608479481602
TIG_003,Tiger,2025-05-24 19:24:00,24.46155,78.65836,1.0450723815102196,0.31989194439686447,0.7251804371133552
TIG_003,Tiger,2025-05-27 15:37:00,24.65178,78.31744,0.5929785681010877,0.4703006798201317,0.12267788828095605
TIG_003,Tiger,2025-05-30 21:52:00,24.40188,78.34812,0.35732139225333454,0.4763893209272922,-0.11906792867395766
TIG_004,Tiger,2025-05-08 15:27:00,24.45701,78.66426,0.2722444452460489,0.35213137135197636,-0.07988692610592746
TIG_004,Tiger,2025-05-10 08:01:00,24.34047,78.30985,0.940599091144424,0.7106608224129929,0.22993826873143108
TIG_004,Tiger,2025-05-12 18:14:00,24.66973,78.50738,0.7164926123651799,0.3121676044691437,0.4043250078960362
TIG_004,Tiger,2025-05-14 18:51:00,24.67375,78.48587,0.04564186615719857,0.4213095375316998,-0.37566767137450124
TIG_004,Tiger,2025-05-20 07:04:00,24.6584,78.61935,0.10282808361543173,0.41329439735372875,-0.31046631373829703
TIG_004,Tiger,2025-05-23 12:35:00,24.41952,78.63851,0.34357583964083244,0.34438551481161717,-0.0008096751707847294
TIG_004,Tiger,2025-05-24 22:24:00,24.65839,78.31181,1.2537449997806607,0.4857702244356787,0.7679747753449819
TIG_004,Tiger,2025-05-27 23:45:00,24.52125,78.60159,0.45031490931693874,0.3663827490484289,0.08393216026850986
TIG_004,Tiger,2025-05-31 00:36:00,24.32113,78.69895,0.3340823460235174,0.6829183101252938,-0.3488359641017764
TIG_005,Tiger,2025-05-08 16:04:00,24.58598,78.35062,0.4645044568465534,0.3568950248719465,0.10760943197460687
TIG_005,Tiger,2025-05-10 10:27:00,24.57483,78.62571,0.6569619178602536,0.4292887623919994,0.22767315546825417
TIG_005,Tiger,2025-05-12 19:26:00,24.32424,78.38911,0.6447908497773225,0.6705523290593507,-0.02576147928202821
TIG_005,Tiger,2025-05-14 19:24:00,24.59951,78.31811,0.6554735543831535,0.43051841675237484,0.22495513763077862
TIG_005,Tiger,2025-05-20 16:36:00,24.54666,78.31678,0.04163024591757743,0.4486860639665779,-0.4070558180490005
TIG_005,Tiger,2025-05-23 12:44:00,24.53927,78.60505,0.4281258431487552,0.25767887300578357,0.1704469701429716
TIG_005,Tiger,2025-05-25 13:38:00,24.57939,78.56065,0.129442392931761,0.3447848067842887,-0.2153424138525277
TIG_005,Tiger,2025-05-28 01:24:00,24.59538,78.64494,0.14567100811189315,0.383231306538696,-0.23756029842680287
TIG_005,Tiger,2025-05-31 03:47:00,24.35973,78.66329,0.35315447631075103,0.35664633138786317,-0.003491855077112138
TIG_006,Tiger,2025-05-08 22:29:00,24.40626,78.68232,0.5105916465826073,0.407436444268186,0.10315520231442127
TIG_006,Tiger,2025-05-10 20:29:00,24.42112,78.65373,0.07246076036943737,0.4211296913805209,-0.34866893101108354
TIG_006,Tiger,2025-05-12 20:06:00,24.41643,78.49055,0.3471459405796073,0.20276711118156088,0.14437882939804642
TIG_006,Tiger,2025-05-15 21:41:00,24.36735,78.32164,0.24400896505928782,0.3658617905866976,-0.12185282552740978
TIG_006,Tiger,2025-05-20 18:49:00,24.42907,78.50354,0.16781762156650312,0.24693140987132262,-0.0791137883048195
TIG_006,Tiger,2025-05-23 14:59:00,24.57648,78.69389,0.3710103540756753,0.3081552725963691,0.06285508147930619
TIG_006,Tiger,2025-05-25 16:43:00,24.57896,78.31668,0.7669830557646381,0.37363771784541294,0.39334533791922516
TIG_006,Tiger,2025-05-28 19:23:00,24.40148,78.43216,0.30716591625846607,0.34298879038183916,-0.035822874123373094
TIG_007,Tiger,2025-05-09 01:44:00,24.5126,78.57895,0.17870617816420045,0.2608146459172527,-0.08210846775305222
TIG_007,Tiger,2025-05-11 00:23:00,24.47411,78.64019,0.16143848840715413,0.38235011444171574,-0.2209116260345616
TIG_007,Tiger,2025-05-12 21:18:00,24.34285,78.52132,0.4211861245781076,0.3352263306996895,0.08595979387841812
TIG_007,Tiger,2025-05-17 14:15:00,24.61584,78.48872,0.27033073197554797,0.36764081549367766,-0.0973100835181297
TIG_007,Tiger,2025-05-21 00:15:00,24.37254,78.58717,0.35158009067007007,0.3206751492421891,0.030904941427880972
TIG_007,Tiger,2025-05-23 15:06:00,24.52171,78.56853,0.2656152903384464,0.34491529183279057,-0.07930000149434419
TIG_007,Tiger,2025-05-25 22:38:00,24.68363,78.49414,0.3513628061826643,0.47211833784126433,-0.12075553165860003
TIG_007,Tiger,2025-05-28 20:55:00,24.38905,78.64025,0.5112982528581663,0.4069098617839314,0.10438839107423492
TIG_008,Tiger,2025-05-09 02:28:00,24.42686,78.30925,0.861618038307334,0.358470767331536,0.503147270975798
TIG_008,Tiger,2025-05-11 00:36:00,24.54143,78.67668,0.8519711776864639,0.36009219671766496,0.49187898096879895
TIG_008,Tiger,2025-05-13 08:23:00,24.32924,78.38996,0.6705593784583987,0.7418728512948478,-0.07131347283644907
TIG_008,Tiger,2025-05-18 09:52:00,24.38321,78.31991,0.07649920949601623,0.4661346582025442,-0.38963544870652794
TIG_008,Tiger,2025-05-21 07:54:00,24.5989,78.33393,0.34305887210131075,0.42395885709852477,-0.08089998499721401
TIG_008,Tiger,2025-05-24 01:28:00,24.35397,78.34763,0.4159162382522839,0.49632752813742265,-0.08041128988513874
TIG_008,Tiger,2025-05-26 02:52:00,24.55017,78.67963,0.8110539786007059,0.4394558543228782,0.37159812427782773
TIG_008,Tiger,2025-05-29 01:52:00,24.52927,78.43408,0.351353969498394,0.3569637421767788,-0.005609772678384806
TIG_009,Tiger,2025-05-09 04:04:00,24.6074,78.44985,0.9187910989239934,0.329214351152063,0.5895767477719304
TIG_009,Tiger,2025-05-11 02:28:00,24.67952,78.39291,0.21272744017108264,0.3649860150395606,-0.15225857486847794
TIG_009,Tiger,2025-05-13 11:52:00,24.45226,78.60299,0.5751626357475608,0.2738422795413352,0.30132035620622555
TIG_009,Tiger,2025-05-18 10:32:00,24.64727,78.32216,0.30113714293595295,0.47484584618347847,-0.17370870324752552
TIG_009,Tiger,2025-05-21 13:49:00,24.68973,78.68367,0.48926295494765104,0.5104614197091257,-0.02119846476147469
TIG_009,Tiger,2025-05-24 06:47:00,24.60268,78.67272,0.14996268102673677,0.4653933506993563,-0.3154306696726195
TIG_009,Tiger,2025-05-26 09:35:00,24.61427,78.39041,0.5623892598801402,0.34990808528033085,0.21248117459980936
TIG_009,Tiger,2025-05-29 03:06:00,24.36174,78.41001,0.4296618683471033,0.37811268971377354,0.05154917863332975
TIG_010,Tiger,2025-05-09 09:08:00,24.38303,78.38407,0.4977228055757892,0.28395834199359055,0.21376446358219864
TIG_010,Tiger,2025-05-11 23:41:00,24.53244,78.30551,0.2944603338787741,0.42483092366325104,-0.1303705897844769
TIG_010,Tiger,2025-05-13 13:46:00,24.49018,78.49691,0.5232391232563119,0.2306007857833481,0.29263833747296386
TIG_010,Tiger,2025-05-18 23:55:00,24.36157,78.55242,0.11805939354977704,0.4009102428185787,-0.28285084926880166
TIG_010,Tiger,2025-05-21 19:40:00,24.63372,78.49975,0.45354093136889784,0.30687847138908725,0.1466624599798106
TIG_010,Tiger,2025-05-24 08:33:00,24.40328,78.59997,0.4526166021995464,0.3851530731014212,0.0674635290981252
TIG_010,Tiger,2025-05-26 19:04:00,24.49424,78.41485,0.36389664960966334,0.3646617138637844,-0.0007650642541210395
TIG_010,Tiger,2025-05-29 08:42:00,24.55857,78.63537,0.3801025016294196,0.4299725279525189,-0.04987002632309928
WOL_001,Wolf,2025-05-07 01:18:00,24.33362,78.56995,0.5042028186555895,0.42263844703105946,0.08156437162453001
WOL_001,Wolf,2025-05-11 09:56:00,24.31458,78.45951,0.1088444537723689,0.46256144341672656,-0.35371698964435766
WOL_001,Wolf,2025-05-15 11:45:00,24.51758,78.61166,0.27938411126801405,0.24060493518516765,0.038779176082846395
WOL_001,Wolf,2025-05-18 03:16:00,24.56867,78.35371,0.4204017284443806,0.4230722864139454,-0.0026705579695647796
WOL_001,Wolf,2025-05-22 10:01:00,24.57067,78.42496,0.07015790726144419,0.29018925253643585,-0.22003134527499166
WOL_001,Wolf,2025-05-25 03:19:00,24.3649,78.44444,0.3516901094970209,0.3019293531437537,0.04976075635326721
WOL_001,Wolf,2025-05-27 23:39:00,24.38274,78.68539,0.3583164726316557,0.2980964434583839,0.06022002917327185
WOL_002,Wolf,2025-05-08 00:06:00,24.55321,78.50266,0.29055105698253153,0.27749279957498646,0.01305825740754507
WOL_002,Wolf,2025-05-11 10:52:00,24.40951,78.3962,0.23284059962978465,0.356215309057273,-0.12337470942748835
WOL_002,Wolf,2025-05-16 11:18:00,24.57042,78.40482,0.14874307956979763,0.2982369473721477,-0.14949386780235005
WOL_002,Wolf,2025-05-18 12:16:00,24.41862,78.58281,0.5040925188842104,0.29036332380931545,0.2137291950748949
WOL_002,Wolf,2025-05-22 12:28:00,24.52881,78.60784,0.13005909067868177,0.3452825438890765,-0.2152234532103947
WOL_002,Wolf,2025-05-25 06:00:00,24.52459,78.35075,0.3969256207636423,0.35582039903422813,0.041105221729414165
WOL_002,Wolf,2025-05-28 08:00:00,24.37622,78.6206,0.43122567833474024,0.45834582260459966,-0.027120144269859425
WOL_003,Wolf,2025-05-08 05:27:00,24.36621,78.49368,0.4325274536145891,0.305656149262756,0.12687130435183308
WOL_003,Wolf,2025-05-12 10:07:00,24.32549,78.46815,0.05179943044088327,0.4559060275582043,-0.40410659711732105
WOL_003,Wolf,2025-05-16 15:22:00,24.66122,78.65861,0.41493948041870043,0.4334129631582552,-0.018473482739554792
WOL_003,Wolf,2025-05-18 19:16:00,24.50621,78.61227,0.3441594801436168,0.386563515226011,-0.04240403508239421
